"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"IMF.RES:WEO(9.0.0)","G001.PALLFNFW.A","OBS_VALUE","World","All commodities, Commodity price index","Annual","Units","51.169","49.801","52.109","55.798","59.590","56.123","47.306","47.983","60.391","56.192","55.851","65.678","79.201","97.676","114.076","129.120","162.561","115.997","145.392","181.573","173.386","168.170","158.255","107.921","100.000","113.335","127.727","117.023","105.867","161.500","215.917","165.653","164.831","165.857","167.387","167.489","166.880","166.781","166.783"
